LAT,LON,X,Y,L,W,D,SLIP,RAKE,STRIKE,DIP
35,141,35,142,200,100,4,8,113,230,10
35.12,138.706,35.12,138.706,120,50,6.4,5.6,71,193,20
33.823,138.235,33.823,138.235,205,100,4.1,7,113,246,10
33.006,136.075,33.006,136.075,155,100,7.8,5.6,113,251,12
32.614,134.481,32.614,134.481,125,120,10.1,9.2,113,250,8
32.2,133.13,32.2,133.13,70,120,10.1,9.2,118,250,8
