LAT,LON,X,Y,D,SLIP,RAKE,STRIKE,DIP,L,W
37.1352,143.2253,27.0475,-107.9832,12.1044,4.2135,70.17,192,12,20,20
36.9592,143.1778,22.8892,-127.5461,12.1044,2.737,70.77,192,12,20,20
36.7831,143.1302,18.731,-147.1091,12.1044,1.4029,69.69,192,12,20,20
39.6366,143.6723,66.1273,169.9655,16.2626,1.997,71.32,192,12,20,20
39.4605,143.6247,61.9691,150.4026,16.2626,0.9334,76.93,192,12,20,20
39.2845,143.5772,57.8108,130.8396,16.2626,0.98,65.23,192,12,20,20
39.1084,143.5296,53.6526,111.2767,16.2626,1.0995,69.14,192,12,20,20
38.9324,143.4821,49.4944,91.7137,16.2626,8.4014,68.47,192,12,20,20
38.7563,143.4345,45.3361,72.1508,16.2626,20.9663,62.47,192,12,20,20
38.5803,143.3869,41.1779,52.5878,16.2626,28.5784,57.16,192,12,20,20
38.4042,143.3394,37.0196,33.0249,16.2626,25.6777,56.12,192,12,20,20
38.2281,143.2918,32.8614,13.4619,16.2626,18.4266,62.33,192,12,20,20
38.0521,143.2443,28.7032,-6.101,16.2626,20.0971,67.8,192,12,20,20
37.876,143.1967,24.5449,-25.664,16.2626,16.7853,73.38,192,12,20,20
37.7,143.1492,20.3867,-45.227,16.2626,17.2813,78.05,192,12,20,20
37.5239,143.1016,16.2285,-64.7899,16.2626,18.4631,66.2,192,12,20,20
37.3479,143.054,12.0702,-84.3529,16.2626,13.9084,69.92,192,12,20,20
37.1718,143.0065,7.912,-103.9158,16.2626,5.8555,68.15,192,12,20,20
36.9958,142.9589,3.7538,-123.4788,16.2626,2.7691,60.78,192,12,20,20
36.8197,142.9114,-0.4045,-143.0417,16.2626,1.0638,63.46,192,12,20,20
39.6732,143.4534,46.9918,174.0329,20.4209,2.194,59.12,192,12,20,20
39.4971,143.4059,42.8336,154.4699,20.4209,0.861,63.75,192,12,20,20
39.3211,143.3583,38.6754,134.907,20.4209,0.5669,75.16,192,12,20,20
39.145,143.3108,34.5171,115.344,20.4209,0.6011,80.08,192,12,20,20
38.969,143.2632,30.3589,95.7811,20.4209,6.9785,81.82,192,12,20,20
38.7929,143.2157,26.2007,76.2181,20.4209,17.983,67.31,192,12,20,20
38.6169,143.1681,22.0424,56.6552,20.4209,24.3312,71.85,192,12,20,20
38.4408,143.1205,17.8842,37.0922,20.4209,23.4699,73.36,192,12,20,20
38.2648,143.073,13.726,17.5293,20.4209,19.8056,73.88,192,12,20,20
38.0887,143.0254,9.5677,-2.0337,20.4209,19.5193,86.31,192,12,20,20
37.9126,142.9779,5.4095,-21.5966,20.4209,17.0085,84.99,192,12,20,20
37.7366,142.9303,1.2513,-41.1596,20.4209,17.9666,85.77,192,12,20,20
37.5605,142.8828,-2.907,-60.7225,20.4209,16.7011,94.95,192,12,20,20
37.3845,142.8352,-7.0652,-80.2855,20.4209,13.0033,89.92,192,12,20,20
37.2084,142.7876,-11.2234,-99.8484,20.4209,7.0389,90.26,192,12,20,20
37.0324,142.7401,-15.3817,-119.4114,20.4209,2.5631,66.97,192,12,20,20
36.8563,142.6925,-19.5399,-138.9743,20.4209,0.8784,74.63,192,12,20,20
39.7098,143.2346,27.8564,178.1003,24.5791,2.1447,83,192,12,20,20
39.5337,143.187,23.6981,158.5373,24.5791,0.6424,95.87,192,12,20,20
39.3577,143.1395,19.5399,138.9743,24.5791,1.1394,101.1,192,12,20,20
39.1816,143.0919,15.3817,119.4114,24.5791,3.7152,108.23,192,12,20,20
39.0056,143.0444,11.2234,99.8484,24.5791,10.1196,111.58,192,12,20,20
38.8295,142.9968,7.0652,80.2855,24.5791,18.6911,111.44,192,12,20,20
38.6535,142.9492,2.907,60.7225,24.5791,21.3475,103.66,192,12,20,20
38.4774,142.9017,-1.2513,41.1596,24.5791,18.2267,102.68,192,12,20,20
38.3014,142.8541,-5.4095,21.5966,24.5791,17.4605,64.24,192,12,20,20
38.1253,142.8066,-9.5677,2.0337,24.5791,18.081,74.31,192,12,20,20
