LAT,LON,X,Y,L,W,D,SLIP,RAKE,STRIKE,DIP
40.5546,141.8965,-48.7736,244.8795,25,20,48.3165,7.4444,56.2805,194,10.21
40.3368,141.825,-55.0035,220.6682,25,20,48.3165,9.8926,53.3473,194,10.21
40.1189,141.7535,-61.2334,196.4568,25,20,48.3165,9.3288,61.8714,194,10.21
39.901,141.682,-67.4634,172.2455,25,20,48.3165,1.6015,93.1625,194,10.21
39.6831,141.6106,-73.6933,148.0342,25,20,48.3165,0.7454,75.1414,194,10.21
39.4652,141.5391,-79.9232,123.8229,25,20,48.3165,3.0236,129.0252,194,10.21
39.2473,141.4676,-86.1531,99.6115,25,20,48.3165,3.1896,129.8694,194,10.21
39.0294,141.3961,-92.383,75.4002,25,20,48.3165,7.0696,51.813,194,10.21
38.8116,141.3246,-98.613,51.1889,25,20,48.3165,8.7602,62.8741,194,10.21
38.5937,141.2531,-104.8429,26.9776,25,20,48.3165,8.6248,88.3733,194,10.21
38.3758,141.1816,-111.0728,2.7663,25,20,48.3165,1.7319,100.924,194,10.21
38.1579,141.1101,-117.3027,-21.4451,25,20,48.3165,4.54,62.8869,194,10.21
37.94,141.0386,-123.5326,-45.6564,25,20,48.3165,3.4924,67.1525,194,10.21
37.7221,140.9671,-129.7626,-69.8677,25,20,48.3165,3.3821,72.8941,194,10.21
37.5043,140.8956,-135.9925,-94.079,25,20,48.3165,2.0059,59.2873,194,10.21
37.2864,140.8242,-142.2224,-118.2903,25,20,48.3165,4.5461,53.6781,194,10.21
37.0685,140.7527,-148.4523,-142.5017,25,20,48.3165,2.5196,129.8864,194,10.21
36.8506,140.6812,-154.6822,-166.713,25,20,48.3165,1.0912,127.5876,194,10.21
36.6327,140.6097,-160.9122,-190.9243,25,20,48.3165,3.8234,119.6948,194,10.21
36.4148,140.5382,-167.1421,-215.1356,25,20,48.3165,6.3855,114.0263,194,10.21
36.1969,140.4667,-173.372,-239.347,25,20,48.3165,0.1433,90.3632,194,10.21
35.9791,140.3952,-179.6019,-263.5583,25,20,48.3165,1.9046,83.4631,194,10.21
35.7612,140.3237,-185.8319,-287.7696,25,20,48.3165,1.3674,108.0527,194,10.21
