Site,Event,Depth,Accuracy,TPR,FPR,F1,G
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.987,0.9896470588235294,0.06593406593406594,0.1236313399273967,0.614
Rikuzentakata,SANRIKU1896,1m-2m,0.978,0.8100558659217877,0.01684959035399598,0.03301250318532536,0.021
Rikuzentakata,SANRIKU1896,2m-5m,0.991,0.5212765957446809,0.00274641440341776,0.005464040788259127,0.065
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.991,0.9932549019607844,0.0695970695970696,0.13007950756881564,0.591
Rikuzentakata,SANRIKU1896,1m-2m,0.982,0.8268156424581006,0.014067089194620498,0.027663522991144097,0.022
Rikuzentakata,SANRIKU1896,2m-5m,0.99,0.46808510638297873,0.0021361000915471468,0.004252792621128647,0.075
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.99,0.9924705882352941,0.0695970695970696,0.13007277661280373,0.595
Rikuzentakata,SANRIKU1896,1m-2m,0.981,0.8547486033519553,0.015458339774308239,0.03036747623447264,0.021
Rikuzentakata,SANRIKU1896,2m-5m,0.991,0.425531914893617,0.00137320720170888,0.0027375801312517585,0.079
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.992,0.9954509803921568,0.08424908424908426,0.1553502426449497,0.574
Rikuzentakata,SANRIKU1896,1m-2m,0.983,0.8491620111731844,0.013139588808162003,0.025878740474490312,0.023
Rikuzentakata,SANRIKU1896,2m-5m,0.99,0.3829787234042553,0.00091547146780592,0.0018265766908518951,0.082
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.992,0.995764705882353,0.09157509157509157,0.16772538693358993,0.523
Rikuzentakata,SANRIKU1896,1m-2m,0.983,0.8324022346368715,0.012366671819446591,0.024371269299458903,0.024
Rikuzentakata,SANRIKU1896,2m-5m,0.99,0.40425531914893614,0.0012206286237412267,0.0024339081840162686,0.086
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.992,0.996078431372549,0.09157509157509157,0.16772983610021527,0.542
Rikuzentakata,SANRIKU1896,1m-2m,0.983,0.8491620111731844,0.01298500541041892,0.02557887018643246,0.026
Rikuzentakata,SANRIKU1896,2m-5m,0.99,0.35106382978723405,0.0006103143118706134,0.0012185102788726933,0.091
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.992,0.9948235294117647,0.08424908424908426,0.1553425974884864,0.571
Rikuzentakata,SANRIKU1896,1m-2m,0.983,0.8379888268156425,0.013139588808162003,0.025873483737754485,0.023
Rikuzentakata,SANRIKU1896,2m-5m,0.99,0.4148936170212766,0.00137320720170888,0.002737354358710402,0.077
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.992,0.9946666666666667,0.06593406593406594,0.12367032299063355,0.544
Rikuzentakata,SANRIKU1896,1m-2m,0.983,0.8659217877094972,0.013294172205905086,0.026186315734675454,0.021
Rikuzentakata,SANRIKU1896,2m-5m,0.991,0.43617021276595747,0.0010680500457735734,0.002130882200080186,0.069
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.992,0.9956078431372549,0.09157509157509157,0.16772316138736412,0.478
Rikuzentakata,SANRIKU1896,1m-2m,0.983,0.8268156424581006,0.012830422012675839,0.025268727070388956,0.025
Rikuzentakata,SANRIKU1896,2m-5m,0.99,0.39361702127659576,0.0012206286237412267,0.002433710174717369,0.084
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.992,0.995921568627451,0.09523809523809523,0.17385113534457378,0.586
Rikuzentakata,SANRIKU1896,1m-2m,0.983,0.8324022346368715,0.012675838614932756,0.02497141204567124,0.024
Rikuzentakata,SANRIKU1896,2m-5m,0.99,0.3829787234042553,0.00091547146780592,0.0018265766908518951,0.085
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.989,0.9907450980392157,0.06227106227106227,0.11717721345619415,0.625
Rikuzentakata,SANRIKU1896,1m-2m,0.979,0.8044692737430168,0.01623125676302365,0.03182049201804424,0.022
Rikuzentakata,SANRIKU1896,2m-5m,0.99,0.48936170212765956,0.003051571559353067,0.0060653208686594325,0.071
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.991,0.9937254901960785,0.07326007326007326,0.13645995729568028,0.577
Rikuzentakata,SANRIKU1896,1m-2m,0.982,0.8156424581005587,0.01360333900139125,0.0267603668303087,0.023
Rikuzentakata,SANRIKU1896,2m-5m,0.99,0.46808510638297873,0.0022886786695148,0.0045550854768691374,0.07
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.992,0.9951372549019608,0.08424908424908426,0.15534642117775696,0.517
Rikuzentakata,SANRIKU1896,1m-2m,0.982,0.8379888268156425,0.01360333900139125,0.02677207834483654,0.025
Rikuzentakata,SANRIKU1896,2m-5m,0.99,0.3723404255319149,0.0012206286237412267,0.0024332803225834486,0.088
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.992,0.9945098039215686,0.07692307692307693,0.1428008333802579,0.601
Rikuzentakata,SANRIKU1896,1m-2m,0.983,0.8435754189944135,0.013448755603648168,0.026475425033656054,0.023
Rikuzentakata,SANRIKU1896,2m-5m,0.991,0.425531914893617,0.00137320720170888,0.0027375801312517585,0.08
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.992,0.996078431372549,0.10989010989010989,0.19794264339152118,0.543
Rikuzentakata,SANRIKU1896,1m-2m,0.983,0.8212290502793296,0.012521255217189674,0.024666422219045782,0.027
Rikuzentakata,SANRIKU1896,2m-5m,0.99,0.3617021276595745,0.00091547146780592,0.001826320501342883,0.095
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.987,0.988078431372549,0.047619047619047616,0.09085926118251185,0.65
Rikuzentakata,SANRIKU1896,1m-2m,0.978,0.8212290502793296,0.017777090740454474,0.03480084979537388,0.019
Rikuzentakata,SANRIKU1896,2m-5m,0.991,0.5851063829787234,0.0028989929813854134,0.005769400644847843,0.052
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.988,0.9904313725490196,0.06593406593406594,0.12363745545213632,0.566
Rikuzentakata,SANRIKU1896,1m-2m,0.979,0.8044692737430168,0.01623125676302365,0.03182049201804424,0.023
Rikuzentakata,SANRIKU1896,2m-5m,0.99,0.5106382978723404,0.0028989929813854134,0.005765255485526807,0.069
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.992,0.9962352941176471,0.10256410256410256,0.18598113394023916,0.507
Rikuzentakata,SANRIKU1896,1m-2m,0.983,0.8324022346368715,0.012366671819446591,0.024371269299458903,0.026
Rikuzentakata,SANRIKU1896,2m-5m,0.99,0.3617021276595745,0.00091547146780592,0.001826320501342883,0.096
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.992,0.9951372549019608,0.07692307692307693,0.14280729793915384,0.558
Rikuzentakata,SANRIKU1896,1m-2m,0.983,0.8603351955307262,0.013448755603648168,0.02648352093647058,0.023
Rikuzentakata,SANRIKU1896,2m-5m,0.99,0.3829787234042553,0.00091547146780592,0.0018265766908518951,0.084
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.991,0.9952941176470588,0.0989010989010989,0.1799234368353892,0.554
Rikuzentakata,SANRIKU1896,1m-2m,0.983,0.8324022346368715,0.013139588808162003,0.0258708032715893,0.026
Rikuzentakata,SANRIKU1896,2m-5m,0.99,0.3723404255319149,0.0010680500457735734,0.002129990262901655,0.094
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.986,0.9882352941176471,0.05860805860805861,0.11065371315659477,0.62
Rikuzentakata,SANRIKU1896,1m-2m,0.978,0.8268156424581006,0.01808625753594064,0.03539819390711961,0.02
Rikuzentakata,SANRIKU1896,2m-5m,0.991,0.5319148936170213,0.0025938358254501068,0.005162497190994175,0.061
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.991,0.9941960784313726,0.08424908424908426,0.15533494343595475,0.512
Rikuzentakata,SANRIKU1896,1m-2m,0.982,0.8212290502793296,0.013448755603648168,0.026464124753237398,0.025
Rikuzentakata,SANRIKU1896,2m-5m,0.99,0.43617021276595747,0.00183094293561184,0.0036465783680820632,0.085
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.992,0.9962352941176471,0.0989010989010989,0.17993880210792737,0.5
Rikuzentakata,SANRIKU1896,1m-2m,0.983,0.8268156424581006,0.01298500541041892,0.025568462272532823,0.026
Rikuzentakata,SANRIKU1896,2m-5m,0.99,0.3404255319148936,0.00091547146780592,0.001826032374032298,0.088
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.992,0.9948235294117647,0.07692307692307693,0.14280406660587025,0.539
Rikuzentakata,SANRIKU1896,1m-2m,0.983,0.8603351955307262,0.013757922399134334,0.027082754948096,0.024
Rikuzentakata,SANRIKU1896,2m-5m,0.99,0.3829787234042553,0.00091547146780592,0.0018265766908518951,0.085
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.992,0.9963921568627451,0.10989010989010989,0.19794883620918005,0.48
Rikuzentakata,SANRIKU1896,1m-2m,0.984,0.8212290502793296,0.011902921626217344,0.02346573016587093,0.027
Rikuzentakata,SANRIKU1896,2m-5m,0.99,0.3829787234042553,0.00091547146780592,0.0018265766908518951,0.092
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.992,0.9946666666666667,0.07692307692307693,0.14280245022970903,0.607
Rikuzentakata,SANRIKU1896,1m-2m,0.983,0.8603351955307262,0.01360333900139125,0.026783190938933457,0.021
Rikuzentakata,SANRIKU1896,2m-5m,0.991,0.40425531914893614,0.00091547146780592,0.0018268059739760274,0.078
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.992,0.9963921568627451,0.10989010989010989,0.19794883620918005,0.537
Rikuzentakata,SANRIKU1896,1m-2m,0.983,0.7932960893854749,0.012057505023960427,0.023753967573132025,0.026
Rikuzentakata,SANRIKU1896,2m-5m,0.99,0.40425531914893614,0.0012206286237412267,0.0024339081840162686,0.08
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.992,0.9951372549019608,0.08058608058608059,0.14909820838153964,0.581
Rikuzentakata,SANRIKU1896,1m-2m,0.983,0.8603351955307262,0.013448755603648168,0.02648352093647058,0.024
Rikuzentakata,SANRIKU1896,2m-5m,0.99,0.3723404255319149,0.00091547146780592,0.0018264522469711333,0.086
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.992,0.995921568627451,0.09523809523809523,0.17385113534457378,0.475
Rikuzentakata,SANRIKU1896,1m-2m,0.983,0.8324022346368715,0.012675838614932756,0.02497141204567124,0.028
Rikuzentakata,SANRIKU1896,2m-5m,0.99,0.3617021276595745,0.0012206286237412267,0.002433046496234145,0.095
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.992,0.9954509803921568,0.09157509157509157,0.1677209351988257,0.511
Rikuzentakata,SANRIKU1896,1m-2m,0.983,0.8324022346368715,0.012675838614932756,0.02497141204567124,0.026
Rikuzentakata,SANRIKU1896,2m-5m,0.99,0.40425531914893614,0.0012206286237412267,0.0024339081840162686,0.087
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.992,0.9949803921568627,0.08791208791208792,0.16155030220641728,0.481
Rikuzentakata,SANRIKU1896,1m-2m,0.983,0.8324022346368715,0.012675838614932756,0.02497141204567124,0.024
Rikuzentakata,SANRIKU1896,2m-5m,0.99,0.425531914893617,0.0015257857796765334,0.003040668947168377,0.082
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.991,0.9952941176470588,0.0989010989010989,0.1799234368353892,0.472
Rikuzentakata,SANRIKU1896,1m-2m,0.982,0.8044692737430168,0.012830422012675839,0.02525800592354339,0.027
Rikuzentakata,SANRIKU1896,2m-5m,0.99,0.40425531914893614,0.0016783643576441867,0.003342850059579505,0.086
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.992,0.9946666666666667,0.07692307692307693,0.14280245022970903,0.567
Rikuzentakata,SANRIKU1896,1m-2m,0.982,0.8156424581005587,0.013139588808162003,0.025862545053658006,0.025
Rikuzentakata,SANRIKU1896,2m-5m,0.99,0.43617021276595747,0.0021361000915471468,0.004251379476354479,0.083
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.989,0.9915294117647059,0.07692307692307693,0.14277002303835207,0.56
Rikuzentakata,SANRIKU1896,1m-2m,0.979,0.8268156424581006,0.016385840160766732,0.032134831920982064,0.021
Rikuzentakata,SANRIKU1896,2m-5m,0.99,0.425531914893617,0.00183094293561184,0.0036461973200449696,0.077
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.988,0.9912156862745098,0.08058608058608059,0.14905403152352634,0.601
Rikuzentakata,SANRIKU1896,1m-2m,0.98,0.7988826815642458,0.015303756376565157,0.030032202361506517,0.023
Rikuzentakata,SANRIKU1896,2m-5m,0.991,0.5106382978723404,0.0025938358254501068,0.0051614535564059585,0.078
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.991,0.9940392156862745,0.07326007326007326,0.13646291442104205,0.572
Rikuzentakata,SANRIKU1896,1m-2m,0.982,0.8659217877094972,0.014685422785592827,0.028881043444150243,0.023
Rikuzentakata,SANRIKU1896,2m-5m,0.99,0.3723404255319149,0.00091547146780592,0.0018264522469711333,0.088
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.991,0.9979607843137255,0.16483516483516483,0.2829370544364014,0.445
Rikuzentakata,SANRIKU1896,1m-2m,0.982,0.7597765363128491,0.011902921626217344,0.023438645339409356,0.034
Rikuzentakata,SANRIKU1896,2m-5m,0.989,0.2765957446808511,0.0003051571559353067,0.0006096417182517351,0.111
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.991,0.9938823529411764,0.07326007326007326,0.1364614360756999,0.61
Rikuzentakata,SANRIKU1896,1m-2m,0.982,0.8379888268156425,0.013912505796877415,0.02737059789550514,0.022
Rikuzentakata,SANRIKU1896,2m-5m,0.99,0.43617021276595747,0.0016783643576441867,0.003343861678307161,0.075
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.992,0.9982745098039215,0.16483516483516483,0.2829496597994217,0.401
Rikuzentakata,SANRIKU1896,1m-2m,0.983,0.7653631284916201,0.011284588035245015,0.022241248943646312,0.035
Rikuzentakata,SANRIKU1896,2m-5m,0.99,0.2978723404255319,0.00015257857796765334,0.0003050009258956679,0.103
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.99,0.9927843137254901,0.08424908424908426,0.15531768921097586,0.597
Rikuzentakata,SANRIKU1896,1m-2m,0.981,0.8268156424581006,0.01484000618333591,0.029156696723565457,0.022
Rikuzentakata,SANRIKU1896,2m-5m,0.99,0.425531914893617,0.00183094293561184,0.0036461973200449696,0.082
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.988,0.9899607843137255,0.06227106227106227,0.11717172379070791,0.633
Rikuzentakata,SANRIKU1896,1m-2m,0.979,0.8212290502793296,0.016540423558509817,0.03242771849383978,0.019
Rikuzentakata,SANRIKU1896,2m-5m,0.991,0.5212765957446809,0.0025938358254501068,0.005161985970304638,0.067
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.992,0.9962352941176471,0.0989010989010989,0.17993880210792737,0.533
Rikuzentakata,SANRIKU1896,1m-2m,0.983,0.8324022346368715,0.012521255217189674,0.024671395572272534,0.025
Rikuzentakata,SANRIKU1896,2m-5m,0.99,0.3617021276595745,0.00091547146780592,0.001826320501342883,0.088
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.987,0.9887058823529412,0.05860805860805861,0.11065666183322828,0.595
Rikuzentakata,SANRIKU1896,1m-2m,0.978,0.7988826815642458,0.017313340547225227,0.03389217185210265,0.023
Rikuzentakata,SANRIKU1896,2m-5m,0.99,0.5531914893617021,0.0033567287152883735,0.006672966320185723,0.062
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.991,0.9935686274509804,0.0695970695970696,0.1300821971705236,0.615
Rikuzentakata,SANRIKU1896,1m-2m,0.982,0.8547486033519553,0.01422167259236358,0.027977837958707046,0.021
Rikuzentakata,SANRIKU1896,2m-5m,0.991,0.43617021276595747,0.00137320720170888,0.002737794925063066,0.075
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.992,0.9963921568627451,0.10989010989010989,0.19794883620918005,0.605
Rikuzentakata,SANRIKU1896,1m-2m,0.983,0.8100558659217877,0.012521255217189674,0.02466131375826243,0.029
Rikuzentakata,SANRIKU1896,2m-5m,0.99,0.3617021276595745,0.00091547146780592,0.001826320501342883,0.091
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.992,0.995921568627451,0.09523809523809523,0.17385113534457378,0.519
Rikuzentakata,SANRIKU1896,1m-2m,0.984,0.8435754189944135,0.012521255217189674,0.02467623910793509,0.024
Rikuzentakata,SANRIKU1896,2m-5m,0.991,0.39361702127659576,0.0006103143118706134,0.001218738934591599,0.08
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.99,0.9930980392156863,0.08424908424908426,0.15532152739110866,0.533
Rikuzentakata,SANRIKU1896,1m-2m,0.981,0.8324022346368715,0.014685422785592827,0.02886166180371623,0.024
Rikuzentakata,SANRIKU1896,2m-5m,0.99,0.4148936170212766,0.0016783643576441867,0.0033432044887780547,0.085
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.991,0.9943529411764706,0.07692307692307693,0.14279921605730891,0.588
Rikuzentakata,SANRIKU1896,1m-2m,0.982,0.8491620111731844,0.013912505796877415,0.02737648064134609,0.023
Rikuzentakata,SANRIKU1896,2m-5m,0.99,0.40425531914893614,0.0012206286237412267,0.0024339081840162686,0.085
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.992,0.9965490196078431,0.10989010989010989,0.19795193130105176,0.433
Rikuzentakata,SANRIKU1896,1m-2m,0.983,0.8212290502793296,0.012057505023960427,0.02376607023489359,0.027
Rikuzentakata,SANRIKU1896,2m-5m,0.99,0.3617021276595745,0.00091547146780592,0.001826320501342883,0.093
Rikuzentakata,SANRIKU1896,5m-10m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,10m-15m,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,15m+,1.0,,0.0,,
Rikuzentakata,SANRIKU1896,0.1m-1m,0.992,0.9967058823529412,0.10989010989010989,0.19795502551544947,0.556
