Site,Event,Depth,Accuracy,TPR,FPR,F1,G
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,1.0,,,0.299
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,1.0,,,0.262
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,1.0,,,0.216
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,1.0,,,0.201
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,1.0,,,0.209
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,0.999,0.9990488558833751,,,0.436
Ishinomaki,SANRIKU1896,1m-2m,0.999,,0.0009511441166249017,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,0.9995610104077116,,,0.393
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.00043898959228841616,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,0.9998170876698799,,,0.429
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.0001829123301201734,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,1.0,,,0.23
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,0.999981708766988,,,0.327
Ishinomaki,SANRIKU1896,1m-2m,1.0,,1.829123301201734e-05,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,1.0,,,0.293
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,0.999963417533976,,,0.283
Ishinomaki,SANRIKU1896,1m-2m,1.0,,3.658246602403468e-05,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,1.0,,,0.278
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,1.0,,,0.197
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,1.0,,,0.255
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,1.0,,,0.203
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,0.999,0.9993049331455434,,,0.456
Ishinomaki,SANRIKU1896,1m-2m,0.999,,0.0006950668544566589,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,1.0,,,0.335
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,1.0,,,0.263
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,1.0,,,0.409
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,0.999,0.9992683506795194,,,0.435
Ishinomaki,SANRIKU1896,1m-2m,0.999,,0.0007316493204806936,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,0.999,0.9993232243785554,,,0.461
Ishinomaki,SANRIKU1896,1m-2m,0.999,,0.0006767756214446416,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,0.9998902526019279,,,0.347
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.00010974739807210404,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,1.0,,,0.215
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,1.0,,,0.202
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,0.9998536701359039,,,0.393
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.00014632986409613872,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,1.0,,,0.223
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,1.0,,,0.254
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,1.0,,,0.246
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,1.0,,,0.235
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,1.0,,,0.167
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,1.0,,,0.279
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,1.0,,,0.312
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,1.0,,,0.265
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,1.0,,,0.37
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,0.9998170876698799,,,0.386
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.0001829123301201734,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,0.9995610104077116,,,0.422
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.00043898959228841616,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,1.0,,,0.269
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,0.9996341753397596,,,0.45
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.0003658246602403468,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,1.0,,,0.198
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,0.999963417533976,,,0.343
Ishinomaki,SANRIKU1896,1m-2m,1.0,,3.658246602403468e-05,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,1.0,,,0.273
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,1.0,,,0.16
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,1.0,,,0.253
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,1.0,,,0.225
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,1.0,,,0.246
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,0.9999268350679519,,,0.365
Ishinomaki,SANRIKU1896,1m-2m,1.0,,7.316493204806936e-05,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,1.0,,,0.294
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,1.0,,,0.305
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,1.0,,,0.33
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,0.9999268350679519,,,0.329
Ishinomaki,SANRIKU1896,1m-2m,1.0,,7.316493204806936e-05,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,1.0,,,0.225
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,1.0,,,0.181
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,1.0,,,0.355
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,1.0,,,0.269
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,0.9995975928737356,,,0.376
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.00040240712626438146,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,0.9995244279416875,,,0.392
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.00047557205831245085,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,0.9995975928737356,,,0.374
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.00040240712626438146,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,0.999963417533976,,,0.387
Ishinomaki,SANRIKU1896,1m-2m,1.0,,3.658246602403468e-05,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,0.999981708766988,,,0.343
Ishinomaki,SANRIKU1896,1m-2m,1.0,,1.829123301201734e-05,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,1.0,,,0.275
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,1.0,,,0.207
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,1.0,,,0.324
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,1.0,,,0.319
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,1.0,,,0.298
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,15m+,1.0,,0.0,,
Ishinomaki,SANRIKU1896,0.1m-1m,1.0,1.0,,,0.127
Ishinomaki,SANRIKU1896,1m-2m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,2m-5m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,5m-10m,1.0,,0.0,,
Ishinomaki,SANRIKU1896,10m-15m,1.0,,0.0,,
